frame_id,x,y,z,saglik,kaynak,islem_suresi_s
485,133.140885,-161.582442,-0.950430,0,slam,0.1601
486,133.962555,-161.526761,-0.967697,0,slam,0.1565
487,134.793060,-161.424499,-0.991768,0,slam,0.1537
488,135.589202,-161.315739,-1.022315,0,slam,0.1595
489,136.378554,-161.188718,-1.038074,0,slam,0.1541
490,137.246270,-161.053447,-1.072228,0,slam,0.1587
491,138.039952,-160.883405,-1.099837,0,slam,0.1507
492,138.897389,-160.686355,-1.119371,0,slam,0.1619
493,139.690861,-160.497109,-1.156576,0,slam,0.1624
494,140.576947,-160.246398,-1.179683,0,slam,0.1715
495,141.410252,-160.003080,-1.211504,0,slam,0.1632
496,142.271353,-159.736353,-1.229495,0,slam,0.1575
497,143.111517,-159.471158,-1.253551,0,slam,0.1567
498,143.981223,-159.141837,-1.275776,0,slam,0.1574
499,144.832449,-158.799040,-1.289350,0,slam,0.1506
500,145.666702,-158.458558,-1.313644,0,slam,0.1566
501,146.531028,-158.089059,-1.336191,0,slam,0.1621
502,147.371177,-157.684804,-1.354026,0,slam,0.1591
503,148.166985,-157.281611,-1.376143,0,slam,0.1642
504,148.989051,-156.872601,-1.397559,0,slam,0.1698
505,149.879578,-156.389338,-1.401227,0,slam,0.1588
506,150.695539,-155.915341,-1.419693,0,slam,0.1679
507,151.516880,-155.463461,-1.434044,0,slam,0.1614
508,152.292395,-154.949171,-1.447311,0,slam,0.1530
509,153.123280,-154.411170,-1.461383,0,slam,0.1641
510,153.907193,-153.853823,-1.476562,0,slam,0.1658
511,154.674925,-153.305306,-1.489370,0,slam,0.1689
512,155.483008,-152.679764,-1.504962,0,slam,0.1534
513,156.261149,-152.080963,-1.511146,0,slam,0.1617
514,157.032883,-151.466964,-1.518353,0,slam,0.1705
515,157.768494,-150.836997,-1.529044,0,slam,0.1582
516,158.483331,-150.164493,-1.540400,0,slam,0.1629
517,159.201242,-149.484632,-1.550666,0,slam,0.1621
518,159.915360,-148.834121,-1.552566,0,slam,0.1680
519,160.599313,-148.116646,-1.568573,0,slam,0.1575
520,161.285144,-147.411744,-1.577839,0,slam,0.1606
521,161.954337,-146.697031,-1.589637,0,slam,0.1596
522,162.617182,-145.933784,-1.589985,0,slam,0.1535
523,163.248580,-145.196115,-1.601603,0,slam,0.1669
524,163.885991,-144.404916,-1.612970,0,slam,0.1526
525,164.507337,-143.599605,-1.609800,0,slam,0.1538
526,165.097379,-142.830625,-1.619043,0,slam,0.1550
527,165.708885,-141.999910,-1.631611,0,slam,0.1604
528,166.280716,-141.137220,-1.631597,0,slam,0.1485
529,166.842206,-140.286376,-1.631236,0,slam,0.1537
530,167.362140,-139.456318,-1.633807,0,slam,0.1513
531,167.904087,-138.538144,-1.630937,0,slam,0.1507
532,168.389645,-137.660313,-1.628377,0,slam,0.1496
533,168.910229,-136.737186,-1.626569,0,slam,0.1521
534,169.380087,-135.797774,-1.625278,0,slam,0.1539
535,169.880231,-134.928462,-1.615321,0,slam,0.1533
536,170.300593,-133.976759,-1.617277,0,slam,0.1537
537,170.728225,-132.970820,-1.603759,0,slam,0.1632
538,171.164325,-131.948717,-1.598682,0,slam,0.1548
539,171.504417,-130.996428,-1.593191,0,slam,0.1554
540,171.887322,-129.990693,-1.593775,0,slam,0.1563
541,172.267396,-128.983502,-1.588371,0,slam,0.1541
542,172.597257,-127.962276,-1.585950,0,slam,0.1769
543,172.935454,-126.944991,-1.576237,0,slam,0.1534
544,173.219371,-125.900123,-1.568285,0,slam,0.1543
545,173.503528,-124.838919,-1.551361,0,slam,0.1624
546,173.752800,-123.698433,-1.528594,0,slam,0.1738
547,173.961883,-122.648945,-1.509803,0,slam,0.1594
548,174.201219,-121.612868,-1.479215,0,slam,0.1739
549,174.371813,-120.509480,-1.463401,0,slam,0.1513
550,174.546664,-119.406258,-1.439264,0,slam,0.1546
551,174.677673,-118.373476,-1.413590,0,slam,0.1616
552,174.782541,-117.245809,-1.390970,0,slam,0.1619
553,174.873049,-116.108199,-1.369789,0,slam,0.1559
554,174.954358,-115.011502,-1.339965,0,slam,0.1496
555,175.007466,-113.895507,-1.305603,0,slam,0.1507
556,175.017468,-112.802583,-1.283074,0,slam,0.1586
557,175.016172,-111.693727,-1.253371,0,slam,0.1612
558,174.994215,-110.554397,-1.235277,0,slam,0.1573
559,174.947283,-109.452022,-1.213428,0,slam,0.1594
560,174.865520,-108.298433,-1.185215,0,slam,0.1607
561,174.772995,-107.164169,-1.159082,0,slam,0.1668
562,174.671929,-105.989084,-1.134571,0,slam,0.1570
563,174.550431,-104.843106,-1.105802,0,slam,0.1581
564,174.416319,-103.725845,-1.079504,0,slam,0.1551
565,174.219894,-102.573928,-1.053299,0,slam,0.1619
566,174.020329,-101.442314,-1.024839,0,slam,0.1641
567,173.812236,-100.287111,-1.013040,0,slam,0.1576
568,173.513632,-99.172070,-0.966567,0,slam,0.1564
569,173.232324,-97.997396,-0.942641,0,slam,0.1591
570,172.946698,-96.878640,-0.919194,0,slam,0.1629
571,172.625067,-95.740651,-0.886062,0,slam,0.1624
572,172.282449,-94.614864,-0.851477,0,slam,0.1716
573,171.880806,-93.465354,-0.817635,0,slam,0.1641
574,171.460082,-92.361696,-0.772236,0,slam,0.1706
575,171.057657,-91.291616,-0.740864,0,slam,0.1624
576,170.609451,-90.164109,-0.695727,0,slam,0.1647
577,170.136473,-89.098944,-0.655853,0,slam,0.1630
578,169.626730,-88.002917,-0.622367,0,slam,0.1644
579,169.117514,-86.934846,-0.573731,0,slam,0.1639
580,168.557889,-85.864975,-0.541654,0,slam,0.1606
581,167.989670,-84.807230,-0.506747,0,slam,0.1667
582,167.382364,-83.786260,-0.464993,0,slam,0.1734
583,166.731320,-82.736779,-0.432159,0,slam,0.1722
584,166.094658,-81.734877,-0.392993,0,slam,0.1630
585,165.388380,-80.747497,-0.355465,0,slam,0.1610
586,164.681850,-79.773938,-0.305402,0,slam,0.1754
587,163.933126,-78.787651,-0.261890,0,slam,0.1644
588,163.156216,-77.825016,-0.197651,0,slam,0.1678
589,162.368054,-76.903353,-0.155882,0,slam,0.1620
590,161.550483,-75.998448,-0.100057,0,slam,0.1679
591,160.731045,-75.138955,-0.050523,0,slam,0.1630
592,159.892441,-74.266315,-0.018387,0,slam,0.1630
593,159.005280,-73.423133,0.015393,0,slam,0.1646
594,158.106264,-72.657019,0.065055,0,slam,0.1618
595,157.170862,-71.855622,0.111021,0,slam,0.1630
596,156.228183,-71.095830,0.144484,0,slam,0.1602
597,155.187161,-70.284590,0.199637,0,slam,0.1675
598,154.215717,-69.588012,0.237848,0,slam,0.1536
599,153.201450,-68.892314,0.295374,0,slam,0.1655
600,152.159243,-68.224244,0.346061,0,slam,0.1680
601,151.089745,-67.582810,0.402029,0,slam,0.1638
602,150.011232,-66.927312,0.449862,0,slam,0.1601
603,148.946512,-66.329811,0.501836,0,slam,0.1541
604,147.837352,-65.791102,0.539898,0,slam,0.1593
605,146.729780,-65.233240,0.588846,0,slam,0.1602
606,145.564347,-64.675078,0.657041,0,slam,0.1498
607,144.413286,-64.185502,0.716501,0,slam,0.1517
608,143.209840,-63.711767,0.794571,0,slam,0.1531
609,142.041790,-63.285476,0.856094,0,slam,0.1525
610,140.939260,-62.870121,0.900492,0,slam,0.1569
611,139.729729,-62.503292,0.944748,0,slam,0.1560
612,138.598056,-62.154434,1.009184,0,slam,0.1565
613,137.397195,-61.841974,1.062089,0,slam,0.1492
614,136.302989,-61.608396,1.077404,0,slam,0.1529
615,135.118552,-61.336833,1.121708,0,slam,0.1527
616,133.907521,-61.084431,1.174181,0,slam,0.1545
617,132.844744,-60.873514,1.217306,0,slam,0.1480
618,131.614217,-60.672678,1.250428,0,slam,0.1532
619,130.288781,-60.515937,1.292279,0,slam,0.1451
620,129.147826,-60.398836,1.338291,0,slam,0.1408
621,127.924951,-60.297328,1.386842,0,slam,0.1456
622,126.731085,-60.241045,1.442198,0,slam,0.1521
623,125.530801,-60.205118,1.478875,0,slam,0.1511
624,124.392251,-60.190925,1.534993,0,slam,0.1545
625,123.179581,-60.176964,1.577962,0,slam,0.1400
626,122.061842,-60.231969,1.600765,0,slam,0.1345
627,120.989195,-60.290182,1.630974,0,slam,0.1394
628,119.744216,-60.336731,1.687532,0,slam,0.1336
629,118.606532,-60.482942,1.711374,0,slam,0.1388
630,117.542844,-60.515034,1.739196,0,slam,0.1308
631,116.463070,-60.641378,1.785579,0,slam,0.1334
632,115.221542,-60.829278,1.804229,0,slam,0.1397
633,114.105848,-61.036643,1.833027,0,slam,0.1399
634,113.000300,-61.178347,1.891947,0,slam,0.1368
635,111.961218,-61.318628,1.905195,0,slam,0.1410
636,110.903234,-61.609436,1.915954,0,slam,0.1372
637,109.882912,-61.999242,1.927455,0,slam,0.1339
638,108.743467,-62.261767,1.948601,0,slam,0.1380
639,107.626151,-62.527129,1.984649,0,slam,0.1387
640,106.520551,-62.837878,2.005365,0,slam,0.1374
641,105.519514,-63.172140,2.024509,0,slam,0.1365
642,104.512396,-63.521074,2.044825,0,slam,0.1321
643,103.472224,-63.881400,2.054029,0,slam,0.1356
644,102.396623,-64.232160,2.063917,0,slam,0.1398
645,101.463661,-64.691032,2.062562,0,slam,0.1403
646,100.319496,-65.077498,2.076073,0,slam,0.1331
647,99.261869,-65.486414,2.096142,0,slam,0.1408
648,98.338779,-65.900496,2.107173,0,slam,0.1433
649,97.220781,-66.311525,2.130431,0,slam,0.1480
650,96.350561,-66.717146,2.127550,0,slam,0.1345
651,95.350709,-67.167577,2.143814,0,slam,0.1457
652,94.453173,-67.682617,2.146820,0,slam,0.1384
653,93.494406,-68.178108,2.148146,0,slam,0.1451
654,92.565501,-68.623202,2.171840,0,slam,0.1353
655,91.718164,-69.132920,2.180003,0,slam,0.1362
656,90.822342,-69.639037,2.196293,0,slam,0.1408
657,89.922115,-70.173795,2.195167,0,slam,0.1361
658,89.120660,-70.727391,2.217109,0,slam,0.1353
659,88.306454,-71.323354,2.214536,0,slam,0.1456
660,87.561210,-71.876677,2.203963,0,slam,0.1534
661,86.807020,-72.479820,2.193545,0,slam,0.1515
662,86.017921,-73.083145,2.201029,0,slam,0.1398
663,85.305595,-73.696125,2.209883,0,slam,0.1393
664,84.635210,-74.377857,2.184992,0,slam,0.1419
665,83.932287,-75.038500,2.179018,0,slam,0.1389
666,83.298502,-75.634803,2.177847,0,slam,0.1412
667,82.658021,-76.288546,2.180488,0,slam,0.1412
668,82.018136,-76.964761,2.159335,0,slam,0.1431
669,81.445149,-77.665266,2.150184,0,slam,0.1454
670,80.854802,-78.333810,2.139773,0,slam,0.1512
671,80.252288,-79.024506,2.124191,0,slam,0.1487
672,79.726681,-79.701103,2.098244,0,slam,0.1503
673,79.231713,-80.359940,2.078565,0,slam,0.1439
674,78.693789,-81.073106,2.059232,0,slam,0.1492
675,78.179387,-81.764974,2.033654,0,slam,0.1530
676,77.690531,-82.436579,1.996543,0,slam,0.1474
677,77.188999,-83.202058,1.994304,0,slam,0.1448
678,76.789956,-83.885184,1.982777,0,slam,0.1462
679,76.350759,-84.594878,1.948149,0,slam,0.1451
680,75.954673,-85.311091,1.945958,0,slam,0.1499
681,75.527644,-86.109248,1.917126,0,slam,0.1468
682,75.179170,-86.784147,1.905667,0,slam,0.1403
683,74.819278,-87.503800,1.893298,0,slam,0.1484
684,74.518386,-88.119281,1.872310,0,slam,0.1471
685,74.234962,-88.831603,1.858443,0,slam,0.1488
686,73.925826,-89.577983,1.840337,0,slam,0.1552
687,73.717641,-90.256863,1.830867,0,slam,0.1480
688,73.433788,-90.976635,1.830132,0,slam,0.1643
689,73.256677,-91.645078,1.804424,0,slam,0.1456
690,73.069587,-92.362567,1.795493,0,slam,0.1523
691,72.899664,-93.025496,1.757284,0,slam,0.1504
692,72.758593,-93.682298,1.744756,0,slam,0.1463
693,72.679376,-94.358783,1.714859,0,slam,0.1465
694,72.542189,-94.998652,1.705186,0,slam,0.1565
695,72.456612,-95.635592,1.690245,0,slam,0.1489
696,72.378642,-96.282423,1.685006,0,slam,0.1528
697,72.355728,-96.907398,1.644195,0,slam,0.1560
698,72.298980,-97.539436,1.651719,0,slam,0.1540
699,72.307126,-98.231556,1.599044,0,slam,0.1557
700,72.263438,-98.864277,1.586855,0,slam,0.1501
701,72.304157,-99.434857,1.563088,0,slam,0.1497
702,72.333089,-100.006343,1.554783,0,slam,0.1483
703,72.345815,-100.676623,1.521882,0,slam,0.1502
704,72.346458,-101.261272,1.520573,0,slam,0.1438
705,72.333253,-101.933434,1.479324,0,slam,0.1493
706,72.394434,-102.489553,1.465951,0,slam,0.1454
707,72.390335,-103.116899,1.439349,0,slam,0.1565
708,72.367409,-103.745652,1.431802,0,slam,0.1540
709,72.369199,-104.351316,1.398511,0,slam,0.1567
710,72.378557,-104.955243,1.374336,0,slam,0.1520
711,72.379553,-105.621982,1.339745,0,slam,0.1596
712,72.352665,-106.250857,1.324323,0,slam,0.1640
713,72.377352,-106.904627,1.284980,0,slam,0.1535
714,72.390026,-107.535125,1.252437,0,slam,0.1531
715,72.352047,-108.145796,1.230940,0,slam,0.1585
716,72.321625,-108.756326,1.219116,0,slam,0.1577
717,72.340394,-109.433106,1.178307,0,slam,0.1632
718,72.302411,-109.986495,1.155024,0,slam,0.1505
719,72.296296,-110.589237,1.128174,0,slam,0.1505
720,72.316394,-111.151098,1.110529,0,slam,0.1527
721,72.312240,-111.741714,1.088693,0,slam,0.1640
722,72.338346,-112.305098,1.069152,0,slam,0.1673
723,72.360139,-112.864447,1.053477,0,slam,0.1584
724,72.366641,-113.392158,1.040111,0,slam,0.1550
725,72.388232,-113.992514,1.015916,0,slam,0.1645
726,72.397088,-114.518250,0.995542,0,slam,0.1575
727,72.428148,-115.113206,0.966015,0,slam,0.1661
728,72.427973,-115.580636,0.960099,0,slam,0.1552
729,72.441957,-116.127243,0.939258,0,slam,0.1618
730,72.487016,-116.646240,0.925575,0,slam,0.1585
731,72.506440,-117.078441,0.917605,0,slam,0.1541
732,72.553316,-117.662796,0.901075,0,slam,0.1575
733,72.572512,-118.089147,0.889881,0,slam,0.1582
734,72.614763,-118.596742,0.876272,0,slam,0.1607
735,72.654921,-119.084531,0.868120,0,slam,0.1680
736,72.695267,-119.539432,0.860697,0,slam,0.1561
737,72.750420,-120.037670,0.856121,0,slam,0.1727
738,72.784284,-120.495966,0.852685,0,slam,0.1757
739,72.828924,-120.912652,0.844819,0,slam,0.1651
740,72.909633,-121.482074,0.846878,0,slam,0.1835
741,72.969070,-121.889474,0.834530,0,slam,0.1595
742,73.053299,-122.348039,0.826143,0,slam,0.1562
743,73.123417,-122.799167,0.819249,0,slam,0.1747
744,73.189906,-123.236462,0.813355,0,slam,0.1618
745,73.284944,-123.711941,0.805794,0,slam,0.1849
746,73.375363,-124.138225,0.797547,0,slam,0.1598
747,73.460012,-124.576094,0.796714,0,slam,0.1589
748,73.558566,-125.037755,0.791523,0,slam,0.1597
749,73.653510,-125.497290,0.784794,0,slam,0.1580
750,73.751166,-125.970560,0.781477,0,slam,0.1598
751,73.836844,-126.451811,0.777433,0,slam,0.1580
752,73.918808,-126.963070,0.772523,0,slam,0.1611
753,73.996325,-127.471895,0.775599,0,slam,0.1603
754,74.086102,-128.032647,0.765158,0,slam,0.1662
755,74.159079,-128.560720,0.745901,0,slam,0.1683
756,74.228401,-129.126488,0.729807,0,slam,0.1587
757,74.316525,-129.701976,0.706836,0,slam,0.1540
758,74.421258,-130.299734,0.690811,0,slam,0.1502
759,74.479722,-130.897867,0.668107,0,slam,0.1501
760,74.582110,-131.509091,0.651748,0,slam,0.1512
761,74.676401,-132.160856,0.629575,0,slam,0.1489
762,74.762408,-132.828784,0.611452,0,slam,0.1517
763,74.854719,-133.474522,0.589279,0,slam,0.1518
764,74.957928,-134.140156,0.570649,0,slam,0.1534
765,75.040752,-134.800962,0.552690,0,slam,0.1494
766,75.147350,-135.448219,0.525843,0,slam,0.1523
767,75.248905,-136.168183,0.508636,0,slam,0.1557
768,75.367270,-136.861558,0.485412,0,slam,0.1604
769,75.431687,-137.512761,0.469964,0,slam,0.1518
770,75.555135,-138.209405,0.437594,0,slam,0.1535
771,75.659431,-138.956536,0.406908,0,slam,0.1543
772,75.768571,-139.687285,0.376116,0,slam,0.1485
773,75.883279,-140.383686,0.334689,0,slam,0.1620
774,75.970095,-141.137856,0.299696,0,slam,0.1500
775,76.115233,-141.871348,0.265139,0,slam,0.1464
776,76.238324,-142.597335,0.227894,0,slam,0.1499
777,76.356557,-143.396737,0.188861,0,slam,0.1478
778,76.486847,-144.138863,0.146587,0,slam,0.1548
779,76.597911,-144.890137,0.110343,0,slam,0.1545
780,76.707351,-145.631358,0.070729,0,slam,0.1531
781,76.821691,-146.414149,0.038383,0,slam,0.1522
782,76.955840,-147.235672,0.000347,0,slam,0.1430
783,77.044948,-148.000675,-0.035111,0,slam,0.1505
784,77.173970,-148.764744,-0.077747,0,slam,0.1493
785,77.261653,-149.590404,-0.123328,0,slam,0.1502
786,77.373199,-150.346362,-0.165572,0,slam,0.1512
787,77.457733,-151.152338,-0.206045,0,slam,0.1505
788,77.584101,-151.930120,-0.243281,0,slam,0.1557
789,77.701544,-152.703456,-0.285699,0,slam,0.1516
790,77.796568,-153.527223,-0.333231,0,slam,0.1526
791,77.886934,-154.270622,-0.388512,0,slam,0.1530
792,78.019578,-155.040177,-0.444521,0,slam,0.1464
793,78.128959,-155.874738,-0.486207,0,slam,0.1556
794,78.255233,-156.643987,-0.537324,0,slam,0.1562
795,78.382195,-157.428653,-0.592299,0,slam,0.1542
796,78.485789,-158.227528,-0.631647,0,slam,0.1461
797,78.613491,-159.089275,-0.676915,0,slam,0.1501
798,78.701276,-159.899766,-0.711256,0,slam,0.1499
799,78.818477,-160.687106,-0.762892,0,slam,0.1578
800,78.934233,-161.488512,-0.811061,0,slam,0.1515
801,79.056086,-162.244685,-0.852603,0,slam,0.1521
802,79.160905,-162.995889,-0.897551,0,slam,0.1544
803,79.260954,-163.737883,-0.941930,0,slam,0.1488
804,79.387971,-164.481078,-0.983042,0,slam,0.1497
805,79.459724,-165.222775,-1.003687,0,slam,0.1945
806,79.584900,-165.911888,-1.058769,0,slam,0.1517
807,79.669933,-166.616714,-1.090510,0,slam,0.1548
808,79.753707,-167.310536,-1.129165,0,slam,0.1568
809,79.889435,-167.982771,-1.175437,0,slam,0.1619
810,79.972086,-168.668150,-1.225896,0,slam,0.1656
811,80.062192,-169.320589,-1.249059,0,slam,0.1547
812,80.177712,-170.006948,-1.295362,0,slam,0.1506
813,80.265588,-170.676654,-1.324956,0,slam,0.1588
814,80.368819,-171.322060,-1.363954,0,slam,0.1582
815,80.439986,-171.986321,-1.409715,0,slam,0.1553
816,80.529858,-172.628289,-1.443927,0,slam,0.1549
817,80.648088,-173.284507,-1.482769,0,slam,0.1552
818,80.719051,-173.878736,-1.519848,0,slam,0.1557
819,80.819327,-174.513029,-1.552280,0,slam,0.1515
820,80.881689,-175.091860,-1.580090,0,slam,0.1516
821,80.988778,-175.693892,-1.628211,0,slam,0.1633
822,81.107140,-176.328885,-1.664976,0,slam,0.1640
823,81.195065,-176.904721,-1.704556,0,slam,0.1629
824,81.294146,-177.456950,-1.741171,0,slam,0.1669
825,81.381178,-178.023474,-1.777682,0,slam,0.1585
826,81.459869,-178.555366,-1.806072,0,slam,0.1593
827,81.565560,-179.119236,-1.830392,0,slam,0.1547
828,81.645791,-179.648334,-1.863941,0,slam,0.1581
829,81.747828,-180.176636,-1.897962,0,slam,0.1553
830,81.837460,-180.702209,-1.942316,0,slam,0.1532
831,81.890106,-181.173449,-1.966638,0,slam,0.1673
832,81.977520,-181.683030,-2.001717,0,slam,0.1547
833,82.047951,-182.165105,-2.023617,0,slam,0.1547
834,82.113491,-182.595778,-2.045032,0,slam,0.1584
835,82.213972,-183.082958,-2.077218,0,slam,0.1618
836,82.256514,-183.508324,-2.098393,0,slam,0.1612
837,82.347849,-184.036700,-2.122939,0,slam,0.1544
838,82.406266,-184.492359,-2.148491,0,slam,0.1562
839,82.494703,-184.989546,-2.170152,0,slam,0.1541
840,82.597290,-185.507919,-2.203108,0,slam,0.1555
841,82.648493,-185.960075,-2.220150,0,slam,0.1633
842,82.722024,-186.413790,-2.255675,0,slam,0.1588
843,82.804930,-186.910686,-2.287451,0,slam,0.1605
844,82.859083,-187.393950,-2.330853,0,slam,0.1605
845,82.957064,-187.923121,-2.357528,0,slam,0.1696
846,83.025410,-188.424415,-2.394101,0,slam,0.1616
847,83.119899,-188.955529,-2.437381,0,slam,0.1614
848,83.184312,-189.441669,-2.505491,0,slam,0.1559
849,83.250319,-189.879009,-2.574007,0,slam,0.1631
850,83.286565,-190.226664,-2.620581,0,slam,0.1627
851,83.328614,-190.527290,-2.645065,0,slam,0.1667
852,83.333009,-190.660739,-2.644355,0,slam,0.1587
853,83.315411,-190.755264,-2.640757,0,slam,0.1586
854,83.322187,-190.793337,-2.611023,0,slam,0.1622
855,83.315774,-190.817487,-2.581941,0,slam,0.1632
856,83.315253,-190.830756,-2.575014,0,slam,0.1600
857,83.312279,-190.834078,-2.557995,0,slam,0.1595
858,83.298311,-190.808453,-2.553389,0,slam,0.1670
859,83.305902,-190.804643,-2.539857,0,slam,0.1616
860,83.283303,-190.804270,-2.542130,0,slam,0.1696
861,83.295617,-190.761356,-2.531097,0,slam,0.1653
862,83.303300,-190.777119,-2.536343,0,slam,0.1614
863,83.293303,-190.778508,-2.540026,0,slam,0.1633
864,83.297837,-190.754869,-2.536405,0,slam,0.1566
865,83.312978,-190.762502,-2.531427,0,slam,0.1633
866,83.298306,-190.745402,-2.520694,0,slam,0.1668
867,83.314942,-190.762375,-2.519967,0,slam,0.1662
868,83.323396,-190.795678,-2.519985,0,slam,0.1607
869,83.334086,-190.826682,-2.519299,0,slam,0.1642
870,83.338824,-190.887912,-2.527237,0,slam,0.1714
871,83.355405,-190.976590,-2.525296,0,slam,0.1652
872,83.379297,-191.021752,-2.524693,0,slam,0.1573
873,83.388990,-191.135564,-2.520896,0,slam,0.1825
874,83.421605,-191.380999,-2.527843,0,slam,0.1561
875,83.447762,-191.552254,-2.536087,0,slam,0.1582
876,83.492010,-191.756695,-2.547585,0,slam,0.1601
877,83.524405,-191.975858,-2.563245,0,slam,0.1566
878,83.558721,-192.271873,-2.578417,0,slam,0.1553
879,83.629626,-192.539084,-2.596860,0,slam,0.1565
880,83.669391,-192.865798,-2.620155,0,slam,0.1566
881,83.740596,-193.254195,-2.647663,0,slam,0.1706
882,83.799291,-193.646510,-2.670439,0,slam,0.1628
883,83.882722,-194.108694,-2.699190,0,slam,0.1669
884,83.960824,-194.547796,-2.735553,0,slam,0.1539
885,84.050075,-195.050489,-2.763699,0,slam,0.1569
886,84.138477,-195.594720,-2.805247,0,slam,0.1614
887,84.222007,-196.184000,-2.871731,0,slam,0.1602
888,84.324866,-196.805224,-2.924097,0,slam,0.1553
889,84.446511,-197.475913,-2.986250,0,slam,0.1567
890,84.571615,-198.189095,-3.035511,0,slam,0.1588
891,84.695891,-198.959359,-3.092420,0,slam,0.1589
892,84.825868,-199.759988,-3.155581,0,slam,0.1527
893,84.928840,-200.568992,-3.232071,0,slam,0.1478
894,85.068654,-201.460746,-3.298188,0,slam,0.1508
895,85.180999,-202.285051,-3.384844,0,slam,0.1554
896,85.333267,-203.142198,-3.459145,0,slam,0.1608
897,85.457825,-203.940244,-3.530760,0,slam,0.1528
898,85.582121,-204.766132,-3.600347,0,slam,0.1546
899,85.706961,-205.590647,-3.680957,0,slam,0.1618
900,86.389494,-207.216667,0.087517,1,echo,0.0427
901,86.515060,-207.988585,0.106586,1,echo,0.0406
902,86.636209,-208.733469,0.124166,1,echo,0.0425
903,86.760875,-209.468429,0.140125,1,echo,0.0416
904,86.882649,-210.194666,0.153514,1,echo,0.0419
905,87.000311,-210.906394,0.164370,1,echo,0.0413
906,87.112643,-211.605075,0.173292,1,echo,0.0408
907,87.219337,-212.278821,0.180398,1,echo,0.0420
908,87.330633,-212.950583,0.185650,1,echo,0.0422
909,87.442675,-213.616937,0.189487,1,echo,0.0407
910,87.555463,-214.276899,0.192189,1,echo,0.0415
911,87.672854,-214.928793,0.194487,1,echo,0.0409
912,87.784605,-215.563205,0.196332,1,echo,0.0419
913,87.891773,-216.190628,0.197813,1,echo,0.0419
914,87.999433,-216.805645,0.198926,1,echo,0.0425
915,88.098560,-217.421315,0.199670,1,echo,0.0428
916,88.190684,-218.023553,0.200269,1,echo,0.0420
917,88.280322,-218.614567,0.200893,1,echo,0.0430
918,88.370252,-219.198017,0.201671,1,echo,0.0453
919,88.454989,-219.763174,0.202556,1,echo,0.0443
920,88.542045,-220.325404,0.203193,1,echo,0.0478
921,88.624832,-220.876007,0.204225,1,echo,0.0449
922,88.712507,-221.419633,0.206125,1,echo,0.0438
923,88.797897,-221.946892,0.208103,1,echo,0.0453
924,88.877693,-222.469175,0.209711,1,echo,0.0473
925,88.957068,-222.979208,0.210386,1,echo,0.0435
926,89.035177,-223.489626,0.209154,1,echo,0.0441
927,89.108081,-223.997226,0.205899,1,echo,0.0470
928,89.177924,-224.497154,0.200967,1,echo,0.0440
929,89.254654,-224.994447,0.193072,1,echo,0.0447
930,89.331854,-225.486406,0.180649,1,echo,0.0430
931,89.404924,-225.967790,0.162333,1,echo,0.0437
932,89.478099,-226.440815,0.136200,1,echo,0.0440
933,89.548656,-226.896826,0.102118,1,echo,0.0446
934,89.618306,-227.334622,0.058405,1,echo,0.0461
935,89.682896,-227.754287,0.004838,1,echo,0.0439
936,89.752374,-228.163152,-0.058448,1,echo,0.0433
937,89.828884,-228.549115,-0.131559,1,echo,0.0453
938,89.908486,-228.920277,-0.216387,1,echo,0.0468
939,89.990337,-229.270554,-0.312007,1,echo,0.0463
940,90.074418,-229.612024,-0.420111,1,echo,0.0450
941,90.166569,-229.946833,-0.541884,1,echo,0.0435
942,90.261294,-230.279274,-0.677207,1,echo,0.0429
943,90.357555,-230.602725,-0.825933,1,echo,0.0473
944,90.458128,-230.920788,-0.988781,1,echo,0.0467
945,90.561406,-231.231634,-1.164704,1,echo,0.0485
946,90.663717,-231.538722,-1.353523,1,echo,0.0407
947,90.768055,-231.848874,-1.551945,1,echo,0.0458
948,90.875300,-232.150281,-1.754165,1,echo,0.0468
949,90.989235,-232.446811,-1.964514,1,echo,0.0460
950,91.105470,-232.740590,-2.195325,1,echo,0.0446
951,91.227975,-233.036043,-2.457060,1,echo,0.0408
952,91.357790,-233.348495,-2.753094,1,echo,0.0449
953,91.494473,-233.664524,-3.077565,1,echo,0.0447
954,91.642083,-233.989344,-3.423891,1,echo,0.0423
955,91.803056,-234.324803,-3.782459,1,echo,0.0424
956,91.978205,-234.664709,-4.147026,1,echo,0.0408
957,92.166718,-235.010604,-4.506457,1,echo,0.0418
958,92.360219,-235.372571,-4.854188,1,echo,0.0416
959,92.559944,-235.739588,-5.178726,1,echo,0.0419
960,92.774390,-236.108367,-5.479986,1,echo,0.0450
961,92.999943,-236.483501,-5.770139,1,echo,0.0432
962,93.238317,-236.874491,-6.060525,1,echo,0.0432
963,93.494101,-237.284599,-6.354822,1,echo,0.0431
964,93.764901,-237.706001,-6.644490,1,echo,0.0425
965,94.058772,-238.135829,-6.924114,1,echo,0.0431
966,94.378401,-238.587702,-7.185950,1,echo,0.0429
967,94.729152,-239.053146,-7.422239,1,echo,0.0426
968,95.107962,-239.531241,-7.627918,1,echo,0.0438
969,95.510516,-240.032451,-7.801867,1,echo,0.0411
970,95.939431,-240.552920,-7.949601,1,echo,0.0440
971,96.400717,-241.087917,-8.074223,1,echo,0.0430
972,96.894750,-241.641620,-8.186362,1,echo,0.0489
973,97.417109,-242.214366,-8.291865,1,echo,0.0499
